URL,Abstract
https://pubmed.ncbi.nlm.nih.gov/15080953/,"A series of 16 subjects is described who presented with chronic vertigo that was thought to be migrainous in nature. The vertigo occurred on a daily basis and had been present for six months or more. Common symptoms included motion-induced dizziness, positional vertigo and motion sensitivity. Investigations were frequently normal apart from the finding of atypical positional nystagmus in four subjects and unilateral vestibular hypofunction in two subjects. It was frequently not possible to make a diagnosis of migraine on the basis of International Headache Society criteria, however the dramatic beneficial response to anti-migraine therapy supported the hypothesis that the vertigo was migrainous in nature."
https://pubmed.ncbi.nlm.nih.gov/20086282/,"In this article we will discuss our current knowledge of multisensory vestibular structures and their functions in the human cortex. Most of it derives from brain activation studies with PET and fMRI in humans conducted over the last decade. They have confirmed the existence of several separate and distinct cortical areas that were identified earlier by tracer and electrophysiological studies in animals, especially in monkeys. The patterns of activations and deactivations during vestibular stimulations in healthy subjects have been compared with those in patients with acute and chronic peripheral and central vestibular disorders. The following reviews what is presently known about the interconnections of vestibular structures, their activations and interactions with other sensory modalities, the correlations of perceptual and motor functions in normal humans, and the changes that result from strategic unilateral peripheral and central vestibular lesions such as vestibular neuritis and bilateral vestibular failure, on the one hand, and central vestibular nucleus lesions due to ischemic infarctions of the lateral medulla (Wallenberg's syndrome), on the other."
https://pubmed.ncbi.nlm.nih.gov/32009345/,"Aim:Meniere's Disease (MD) is a chronic disease that is characterized by intermittent episodes of tinnitus, vertigo, and progressivefluctuating sensorineural hearing loss together with aural fullness. The aim of this study is to evaluate Meniere's disease patients with vestibular test battery as Videonystagmography (VNG), Vestibular Evoked Myogenic Potentials (VEMPs) and Video Head Impulse Test (V-HIT) to assess peripheral and central vestibular systems.

Methods:16 bilateral, 17 unilateral patients suffering from MD (mean age, 40.90 years, range, 23 to 66 years; 20 women and 13 men) comprised the study group, and 39 healthy (mean age, 38.10 years, range from 21 to 60 years; 22 women and 17 men) volunteers formed control group. Evaluation of peripheral and central vestibular systems changes with oculomotor tests, caloric test, C-VEMPs, O-VEMPs, and the evaluation of the vestibular ocular reflex (VOR) using the V-HIT.

Result:Twenty-six ears out of the forty-nine ears that were affected by Meniere's disease were diagnosed as otolith or ampullary dysfunction. As to O-VEMPs testing, N1 and P1 waves could not be obtained from thirty of the forty-nine ears affected by Meniere's disease. As for obtained N1 and P1 waves, prolonged N1 and P1 wave latencies, and reduced amplitude was observed in Meniere's group. P1 and N1 waves were not observed in 5 bilateral and 2 unilateral Meniere's patients (12 ears out of 49 affected ears) in C-VEMPs recordings (23.9%). In Meniere's patients' group, 44.9% of the velocity gain values were obtained in the pathologic borders of v- HIT. In addition to lower velocity gain, higher ratios of asymmetry were obtained from the ears affected with Meniere's disease.

Conclusion:According to these results, it can be concluded that Meniere's disease significantly affects the peripheral vestibular system but the functions of the central vestibular system were not affected."
https://pubmed.ncbi.nlm.nih.gov/36056895/,"Background and purpose:Dizziness and vertigo are common symptoms after COVID-19-vaccination. We aimed to prospectively evaluate objective central or peripheral vestibular function in patients with dizziness, vertigo, and postural symptoms that started or worsened after COVID-19-vaccination.

Methods:Of 4137 patients who presented between January 2021 and April 2022 at the German Center for Vertigo and Balance Disorders, Ludwig Maximilian University of Munich, we identified 72 patients (mean age = 47 years) with enduring vestibular symptoms following COVID-19 vaccination. All underwent medical history-taking, and neurological and neuro-otological workup with bithermal caloric test, video head-impulse test, orthoptics, and audiometry. Diagnoses were based on international criteria. The distribution of diagnoses was compared to a cohort of 39,964 patients seen before the COVID-19 pandemic.

Results:Symptom onset was within the first 4 weeks postvaccination. The most prevalent diagnoses were somatoform vestibular disorders (34.7%), vestibular migraine (19.4%), and overlap syndromes of both (18.1%). These disorders were significantly overrepresented compared to the prepandemic control cohort. Thirty-six percent of patients with somatoform complaints reported a positive history of depressive or anxiety disorders. Nine patients presented with benign paroxysmal positional vertigo, three with acute unilateral vestibulopathy, and seven with different entities (vestibular paroxysmia, Ménière disease, polyneuropathy, ocular muscular paresis). Causally related central vestibular deficits were lacking. Novel peripheral vestibular deficits were found in four patients.

Conclusions:Newly induced persistent vestibular deficits following COVID-19 vaccination were rare. The predominant causes of prolonged vestibular complaints were somatoform vestibular disorders and vestibular migraine, possibly triggered or aggravated by stress-related circumstances due to the COVID-19 pandemic or vaccination. An increase of other central or peripheral vestibular syndromes after COVID-19 vaccination was not observed."
https://pubmed.ncbi.nlm.nih.gov/35139478/,"Objective:The integration of somatosensory, ocular motor and vestibular signals is necessary for self-location in space and goal-directed action. We aimed to detect remote changes in the cerebral cortex after thalamic infarcts to reveal the thalamo-cortical connections necessary for multisensory processing and ocular motor control.

Methods:Thirteen patients with unilateral ischemic thalamic infarcts presenting with vestibular, somatosensory, and ocular motor symptoms were examined longitudinally in the acute phase and after six months. Voxel- and surface-based morphometry were used to detect changes in vestibular and multisensory cortical areas and known hubs of central ocular motor processing. The results were compared with functional connectivity data in 50 healthy volunteers.

Results:Patients with paramedian infarcts showed impaired saccades and vestibular perception, i.e., tilts of the subjective visual vertical (SVV). The most common complaint in these patients was double vision or vertigo / dizziness. Posterolateral thalamic infarcts led to tilts of the SVV and somatosensory deficits without vertigo. Tilts of the SVV were higher in paramedian compared to posterolateral infarcts (median 11.2° vs 3.8°). Vestibular and ocular motor symptoms recovered within six months. Somatosensory deficits persisted. Structural longitudinal imaging showed significant volume reduction in subcortical structures connected to the infarcted thalamic nuclei (vestibular nuclei region, dentate nucleus region, trigeminal root entry zone, medial lemniscus, superior colliculi). Volume loss was evident in connections to the frontal, parietal and cingulate lobes. Changes were larger in the ipsilesional hemisphere but were also detected in homotopical regions contralesionally. The white matter volume reduction led to deformation of the cortical projection zones of the infarcted nuclei.

Conclusions:White matter volume loss after thalamic infarcts reflects sensory input from the brainstem as well the cortical projections of the main affected nuclei for sensory and ocular motor processing. Changes in the cortical geometry seem not to reflect gray matter atrophy but rather reshaping of the cortical surface due to the underlying white matter atrophy."
https://pubmed.ncbi.nlm.nih.gov/28434022/,"The aim of this study was to establish the effect of vestibular lesion on vestibular imagery. Subjects were required to estimate verbally their passively travelled rotation angles in complete darkness, i.e., to activate vestibular imagery. During motion, the vestibulo-ocular reflex (VOR) was measured. Thus, we examined the coherence between the vestibulo-ocular reflex and self-rotation imagery, with vestibular-lesioned patients and healthy participants. Unilateral acute and chronic patients, bilateral patients, and healthy subjects were compared. The stimulus was a sequence of eight successive passive rotations, with four amplitudes (from 90° to 360°) in two directions. The VOR gain was lower in patients with unilateral lesions, for ipsilateral rotations. The healthy subjects had the highest gain and the bilateral group the lowest, on both rotation sides. Thanks to vestibular compensation after acute unilateral neuritis, the VOR gain increased in lesion side and decreased in healthy side, resulting in a similar gain in both sides. A deficit of vestibular imagery was found exclusively in patients with bilateral hyporeflexia, on both sides. The performance in vestibular imagery was good in the control group and correct in the unilateral patients. Finally, we found a significant correlation between the efficiency of the VOR and that of vestibular imagery, exclusively in the bilateral patients. The present study shows the complex relationship between vestibular imagery and the VOR. This imagery test contributes to another assessment of the spatial handicap of vestibular patients. It seems particularly interesting for patients with bilateral canal paresis and could be used to confirm this diagnosis."
https://pubmed.ncbi.nlm.nih.gov/35595969/,"In 2016, the Bárány Society defined new diagnostic criteria for the neurovascular compression syndrome of the eighth nerve, called ""vestibular paroxysmia"" (VP), differentiating between definite (dVP) and probable (pVP) forms. The aim of this study was (1) to describe clinical symptoms and laboratory findings in a well-diagnosed large patient cohort according to those criteria, and (2) to evaluate the long-term course over years in dVP. We identified 146 patients (73 dVP, 73 pVP) from our tertiary dizziness center registry. Data of structured history-taking, clinical neurological, neuro-ophthalmological/-otological examinations as well as MRI imaging were extracted for analyses. Overall, attack frequency ranged between 5 and 30 attacks per day; spinning vertigo was the most frequent type. In two-thirds of patients, attacks occurred spontaneously; in one-quarter, they were triggered by head movements. The majority (approximately 70%) reported no accompanying symptoms; in those with symptoms, mild unilateral cochlear symptoms prevailed. One-third of patients initially showed hyperventilation-induced nystagmus without specific direction, and a deviation of the subjective visual vertical between 3° and 6°. Complete loss of peripheral vestibular function was never evident. dVP and pVP significantly differed concerning the vertigo type, e.g., spinning vertigo was more frequent in dVP. Fortunately, three-quarters of dVP patients remained attack-free during follow-up (mean 4.8 years, standardized questionnaire), more than half of them even without any medication. Patients with ongoing attacks showed significantly higher attack frequency at baseline, but reported persistent frequency reduction. Overall, the long-term prognosis of VP appears favorable, not necessarily requiring ongoing treatment."
https://pubmed.ncbi.nlm.nih.gov/36203969/,"Introduction:The COVID-19 clinical symptoms are primarily related to the respiratory system but may also be involved in many others, including the nervous system. Recently, vertigo or dizziness has been described as one of the clinical manifestations and possible complications of COVID-19.

Materials and methods:This clinical study was designed to describe the otorhinolaryngological evaluation and videonystagmographic (VNG) findings in patients with an antecedent of COVID-19 infection in the last 6 months. In this study, we sought to investigate the presence of persistent vestibular damage in healed COVID-19 patients and to determine the origin of vertigo by conducting a comprehensive vestibular examination. To evaluate the association precisely, an otoneurological assessement was conducted on all participants. The study group included 58 patients aged 23-75 years with vertigo, who were diagnosed with COVID-19 infection 6 months before the examination. Each participant was submitted to an evaluation consisting of anamnesis, otorhinolaryngological evaluation, and VNG.

Results:Spontaneous nystagmus with closed eyes was reported in 8 patients (13.8%). Positional nystagmus was observed in 15 patients (24.1%). Asymmetrical optokinetic nystagmus was observed in 18 patients (31%). A distorted record in the tracking pendulum test was present in 23 patients (39.7%). Square waves were observed in 34 COVID-19 patients (58.6%). Unilateral weakness (UW) was observed in 23 subjects (39.7%); among those with UW, 22 patients (95.7%) also demonstrated directional preponderance contralateral to the UW. Another 16 patients (27.6%) presented only directional advantage. The post-caloric recruitment was present in 38% patients.

Conclusion:Patients who had been diagnosed with COVID-19 seem to be more likely to suffer from vertigo/dizziness and to compensate more slowly. COVID-19 infection may cause inner ear damage and lead to vestibular dysfunction. The role of the central nervous system in the onset of equilibrium disorders should be considered. The presence of vertigo of central origin may indicate the neurotropic effect of SARS-CoV-2 following COVID-19. Imbalance may be the only symptom of COVID-19 and may also be a late complication of the disease due to post-infectious inflammation of the nervous tissue. Comprehensive studies are needed to investigate whether COVID-19 can cause long-term vestibular deficits."
https://pubmed.ncbi.nlm.nih.gov/31948878/,"The aim of this study was to evaluate clinical and neurophysiological characteristics of Persistent postural-perceptual dizziness (PPPD) in a tertiary vertigo clinic. This was a cross-sectional study that included consecutive patients examined in the Vertigo clinic of the University Hospital Center Zagreb, Croatia. The following data were extracted from the electronic hospital records: age, sex, the duration of symptoms, initial trigger event, results of the caloric testing, video head impulse test (vHIT) for all six semicircular canals and ocular and cervical vestibular evoked myogenic potentials (oVEMP and cVEMP). During the study period 147 consecutive patients with dizziness were examined and 28 (19%) were diagnosed with PPPD, 68% of them were women and the mean age was 59.5 ± 15 years. The median duration of symptoms was 23 months. The most common initial event was vestibular neuritis in 39.3% of patients, followed by benign paroxysmal positional vertigo in 10.7% of patients. Caloric testing was performed in 25 patients. It revealed six cases of unilateral canal paresis. vHIT was performed in 24 patients. There were 13 pathological responses with three cases of lateral canal dysfunction, two cases of posterior, one case of anterior and seven cases of multiple canals affection. VEMP was performed in 23 patients. There were five isolated oVEMP pathologies, one isolated cVEMP pathology and 11 findings of a combined oVEMP and cVEMP pathology. This study provides clinical and neurophysiological data on PPPD and indicates the utility of complete neurophysiological assessment of vestibular function in this group of patients."
https://pubmed.ncbi.nlm.nih.gov/27001256/,"Vestibular problems after cochlear implantation (CI) were explored by categorizing them according to clinical course and changes in objective vestibular function. The changes in vestibular function of 62 patients (66 ears) were analyzed and vestibular symptoms were divided into three categories by their time course and nature. Etiologies were determined by analyzing the symptoms in combination with changes in objective vestibular function, measured using the caloric and/or video head impulse test. Before surgery, vestibular function was normal in 31 cases (47.0 %), unilaterally hypofunctional in 14 (21.2 %), and bilaterally hypofunctional in 21 (31.8 %). Eight cases (12.1 %) reported dizziness before surgery. A total of 18 cases (27.3 %) experienced postoperative dizziness. Ten patients experienced immediate transient dizziness (including 2 cases of benign positional paroxysmal vertigo); four experienced immediate prolonged dizziness (including 3 cases of bilateral vestibular hypofunction); and four experienced recurrent episodic dizziness (including 3 cases of suspicious endolymphatic hydrops). The sums of the maximal slow-phase velocities (SPVs) of the implanted ears were changed from 22.70 ± 17.31 to 12.55 ± 12.02°/s after implantation (p = 0.004) with very little changes in the other side (32.65 ± 24.85-31.40 ± 29.10°/s). Careful review of vestibular status is an important step, especially when deciding implantation in the only vestibular functioning ear or bilateral implantation."
https://pubmed.ncbi.nlm.nih.gov/34889807/,"Purpose of review:To most neurologists, assessing the patient with vertigo is an unpleasant and worrisome task. A structured history and focused examination can be complemented by carefully selected laboratory tests, to reach an early and accurate diagnosis. We provide evidence-based recommendations for vestibular test selection.

Recent findings:The video head impulse test (vHIT), cervical and ocular vestibular evoked myogenic potential (VEMP) and home-video nystagmography are four modern, noninvasive methods of assessing vestibular function, which are equally applicable in the hospital and office-practice. Collectively, they enable assessment of all five vestibular end-organs. The prevalence and patterns of test abnormalities are distinct for each vestibular disorder. We summarize typical abnormalities encountered in four common vestibular syndromes.

Summary:In the context of acute vestibular syndrome, an abnormal vHIT with low gain and large amplitude refixation saccades and an asymmetric oVEMP separates innocuous vestibular neuritis from stroke. In episodic spontaneous vertigo, high-velocity ictal nystagmus and asymmetric cVEMP help separate Ménière's disease from vestibular migraine. In chronic imbalance, all three tests help detect unilateral or bilateral vestibular loss as the root cause. Recurrent positional vertigo requires no laboratory test and can be diagnosed and treated at the bedside, guided by video nystagmography."
https://pubmed.ncbi.nlm.nih.gov/33392761/,"Purpose:Experimental works have indicated the potential of the vestibular system to affect body composition to be mediated by its extensive connections to brainstem nuclei involved in regulating metabolism and feeding behavior. The aim of this study was to evaluate-by means of bioelectrical impedance analysis (BIA)-the body composition in a group of chronic UVH normal-weighted patients when compared with an equally balanced group of healthy participants, serving as a control group (CG).

Methods:Forty-six chronic UVH and 60 CG participants underwent otoneurological (including video Head Impulse Test [vHIT] and static posturography testing [SPT]), BIA measurements and self-report (SRM) and performance measures (PM).

Results:Beyond significant (p < 0.001) changes in SPT variables (surface and length) and SRM/PM (including Dizziness Handicap Inventory, Dynamic Gait Index and Activity Balance Confidence scales), UVH participants demonstrated significant (p < 0.001) higher values of fat mass and visceral fat and lower values of muscle mass (p = 0.004), when compared to CG. Significant correlations were found in UVH participants between otoneurological and BIA measurements.

Conclusion:These study findings represent the first clinical in-field attempt at depicting, with the use of BIA parameters, changes in body composition related to chronic UVH. Since such alterations in metabolic parameters could be considered both the consequences and/or the cause of vestibular-related quality of life deficit, BIA parameters could be considered as cheap, easy to use, noninvasive assessments in case of chronic UVH."
https://pubmed.ncbi.nlm.nih.gov/28814637/,"Self-motion perception was studied in patients with unilateral vestibular lesions (UVL) due to acute vestibular neuritis at 1 wk and 4, 8, and 12 mo after the acute episode. We assessed vestibularly mediated self-motion perception by measuring the error in reproducing the position of a remembered visual target at the end of four cycles of asymmetric whole-body rotation. The oscillatory stimulus consists of a slow (0.09 Hz) and a fast (0.38 Hz) half cycle. A large error was present in UVL patients when the slow half cycle was delivered toward the lesion side, but minimal toward the healthy side. This asymmetry diminished over time, but it remained abnormally large at 12 mo. In contrast, vestibulo-ocular reflex responses showed a large direction-dependent error only initially, then they normalized. Normalization also occurred for conventional reflex vestibular measures (caloric tests, subjective visual vertical, and head shaking nystagmus) and for perceptual function during symmetric rotation. Vestibular-related handicap, measured with the Dizziness Handicap Inventory (DHI) at 12 mo correlated with self-motion perception asymmetry but not with abnormalities in vestibulo-ocular function. We conclude that1) a persistent self-motion perceptual bias is revealed by asymmetric rotation in UVLs despite vestibulo-ocular function becoming symmetric over time,2) this dissociation is caused by differential perceptual-reflex adaptation to high- and low-frequency rotations when these are combined as with our asymmetric stimulus,3) the findings imply differential central compensation for vestibuloperceptual and vestibulo-ocular reflex functions, and4) self-motion perception disruption may mediate long-term vestibular-related handicap in UVL patients.NEW & NOTEWORTHYA novel vestibular stimulus, combining asymmetric slow and fast sinusoidal half cycles, revealed persistent vestibuloperceptual dysfunction in unilateral vestibular lesion (UVL) patients. The compensation of motion perception after UVL was slower than that of vestibulo-ocular reflex. Perceptual but not vestibulo-ocular reflex deficits correlated with dizziness-related handicap."
https://pubmed.ncbi.nlm.nih.gov/27638078/,"This chapter will focus on vertigo/dizziness due to inner-ear malformations, labyrinthine fistula, otosclerosis, infectious processes, and autoimmune inner-ear disorders. Inner-ear malformation due to dehiscence of the superior semicircular canal is the most recently described inner-ear malformation. Vertigo/dizziness is typically induced by sound and pressure stimuli and can be associated with auditory symptoms (conductive or mixed hearing loss). Labyrinthine fistula, except after surgery for otosclerosis, in the context of trauma or chronic otitis media with cholesteatoma, still remains a challenging disorder due to multiple uncertainties regarding diagnostic and management strategies. Otosclerosis typically manifests with auditory symptoms and conductive or mixed hearing loss on audiometry. Vertigo/dizziness is rare in nonoperated otosclerosis and should draw clinical attention to an inner-ear malformation. Computed tomography scan confirms otosclerosis in most cases and should rule out an inner-ear malformation, avoiding needless middle-ear surgical exploration. Labyrinth involvement after an infectious process is unilateral when it complicates a middle-ear infection but can be bilateral after meningitis. Labyrinth involvement due to an inflammatory disease is a challenging issue, particularly when restricted to the inner ear. The diagnosis relies on the bilateral and rapid aggravation of audiovestibular symptoms that will not respond to conventional therapy but to immunosuppressive drugs."
https://pubmed.ncbi.nlm.nih.gov/35027907/,"Persistent postural perceptual dizziness (PPPD) is a common chronic vestibular disorder characterized by persistent vestibular symptoms, including postural instability and non-spinning vertigo, which is aggravated by motion, upright posture and moving or complex visual stimuli. In our review of 198 cases seen over a 5 year period, we have confirmed a number of common precipitating conditions for PPPD, including anxiety disorders and vestibular migraine. Vestibular abnormalities, including a unilateral loss of vestibular hypofunction and isolated otolith abnormalities, were found on investigation in just under half the cases. The use of cognitive behavioral therapy (CBT) as a treatment for PPPD resulted in impressive reductions in anxiety and measures of dizziness over follow up periods of up to 6 months."
https://pubmed.ncbi.nlm.nih.gov/15045617/,"Vertigo and dizziness are very common symptoms in the general population. The aim of this paper is to describe the physical and pharmacological treatment of symptoms characterized by sudden onset of rotatory vertigo. Acute vertigo can be subdivided into two main groups: (1) spontaneous vertigo and (2) provoked vertigo, usually by postural changes, generally called paroxysmal positional vertigo (PPV). Sudden onset of acute vertigo is usually due to acute spontaneous unilateral vestibular failure. It can be also fluctuant as, e.g., in recurrent attacks of Ménière's disease. Pharmacotherapy of acute spontaneous vertigo includes Levo-sulpiride i.v., 50 mg in 250 physiologic solution, once or twice a day, methoclopramide i.m., 10 mg once or twice a day, or triethilperazine rectally, once or twice a day, to reduce neurovegetative symptoms; diazepam i.m., 10 mg once or twice a day, to decrease internuclear inhibition, sulfate magnesium i.v., two ampoules in 500 cc physiological solution, twice a day, or piracetam i.v., one ampoule in 500 cc physiological solution, twice a day, to decrease vestibular damage. At the onset of the acute symptoms, patients must lie on their healthy side with the head and trunk raised 20 degrees. The room must be quiet but not darkened. If the patient is able to swallow without vomiting, it is important to reduce nystagmus and stabilize the visual field with gabapentine, per os, 300 mg twice or three times a day. The first step of the physical therapy of acute vertigo is vestibular electrical stimulation, that is to say, a superficial paravertebral electrical stimulation of neck muscles, aimed to reduce antigravitary failure and to increase proprioceptive cervical sensory substitution. PPV is a common complaint and represents one of the most common entities in peripheral vestibular pathology. While the clinical picture is well known and widely described, the etiopathogenesis of PPV is still a matter of debate. Despite the different interpretation of PPV etiopathogenesis, the maneuvers described by Semont, Epley, or Lempert and their modifications are undoubtedly effective. For this reason the first therapeutic approach in acute provoked vertigo must be by means of one of these kinds of treatments."
https://pubmed.ncbi.nlm.nih.gov/33873210/,"The 8 most frequent vestibular disorders account for more than 70% of all presentations of vertigo, dizziness, and imbalance. In acute (and mostly non-repetitive) vestibular disorders acute unilateral vestibulopathy and vestibular stroke are most important, in episodic vestibulopathies benign paroxysmal positional vertigo (BPPV), Menière's disease and vestibular migraine, and in chronic vestibular disorders bilateral vestibulopathy/presbyvestibulopathy, functional dizziness and cerebellar dizziness. In the last decade, internationally consented diagnostic criteria and nomenclature were established for the most frequent vestibular disorders, which can be easily applied in clinical practice. The diagnostic guidelines are based on history taking (including onset, duration, course, triggers, accomanying symptoms), clinical examination, and only a few apparative tests (by videooculography and audiometry) for securing the diagnosis. Treatment of vestibular disorders includes physical training (repositioning maneuvers, multimodal balance training) and pharmacological approaches (e.g., corticosteroids, antiepileptics, antidepressants, potassium-canal-blockers, drugs enhancing neuroplasticity). For most drugs, high-level evidence from prospective controlled trials is lacking. In clinical practice, the most frequent vestibular disorders can be treated effectively, thus avoiding chronicity and secondary comorbidity (by immobility, falls or psychiatric disorders such as anxiety or depression)."
https://pubmed.ncbi.nlm.nih.gov/37762845/,"Temporary or permanent vestibular hypofunction has been hypothesized to affect circadian rhythm, sleep, and thermoregulation. Chronic or long-term vestibular disorders such as unilateral vestibular hypofunction may have an even greater negative impact on sleep quality than acute vestibular problems. This study examines self-reported sleep quality, as assessed by the Pittsburgh Sleep Quality Index (PSQI), and its association with vestibular symptom duration in a group of patients with vestibular disorders. We used data from the cross-sectional DizzyReg patient registry of the German Center for Vertigo and Balance Disorders outpatient clinic. Vestibular diagnoses were ascertained based on the International Classification of Vestibular Disorders. A total of 137 patients were included (60% female, mean age 55.4 years, standard deviation, SD, 16.7). The mean PSQI total score was 6.3 (SD = 3.2), with 51% reporting overall poor sleep quality. Patients who had vertigo for two years or longer reported significantly poorer global sleep quality (63% vs. 37%,p= 0.021) and significantly more difficulties with sleep latency (79% vs. 56%,p= 0.013) and sleep efficiency (56% vs. 34%,p= 0.022). The association of poor sleep quality with a longer duration of vertigo remained significant after multivariable adjustment. Further research should investigate the interaction of vestibular disorders, sleep, and their potential mechanisms."
https://pubmed.ncbi.nlm.nih.gov/34196673/,"Importance:Regaining the ability to walk safely is a high priority for adults with vestibular loss. Thus, practitioners need comprehensive knowledge of vestibulopathic gait to design, provide, and/or interpret outcomes of interventions. To date, few studies have characterized the effects of vestibular loss on gait.

Objectives:To investigate the use of an instrumented 2-minute walk test in adults with vestibular loss, to further characterize vestibulopathic gait, and to assess whether those with chronic vestibular loss have enduring gait deficits.

Design, setting, and participants:This cross-sectional study, conducted between April 3, 2018, and June 27, 2019, recruited adults 20 to 79 years of age from an academic, tertiary, hospital-based, ambulatory care setting who were healthy or had confirmed unilateral or bilateral vestibular hypofunction. Of the 43 adults who were screened from convenience and referred samples, 2 declined, and 7 were excluded because of health conditions.

Exposures:The main exposure was the instrumented 2-minute walk test, which was conducted with participants using wearable inertial measurement units while they walked a 10-m path at their self-selected speed and turned 180° in their self-selected direction at either end.

Main outcomes and measures:The primary measures were spatiotemporal gait metrics (eg, stride length [SL] and peak whole-body turning velocity). Multivariate analysis of variance was used to assess between-group differences. Validity was assessed using the area under the curve from receiver operator characteristic analyses.

Results:Data from 17 healthy adults (mean [SD] age, 39.27 [11.20] years; 13 [76%] female) and 13 adults with vestibular loss (mean [SD] age, 60.50 [10.81] years; 6 [46%] female) were analyzed. Very large between-group differences were found for SL (left) (estimated marginal mean [SE] for healthy vs vestibular groups, 1.47 [0.04] m vs 1.31 [0.04] m; Cohen d, 1.35; 95% CI, 0.18-2.52), SL (right) (estimated marginal mean [SE] for healthy vs vestibular groups, 1.46 [0.04] m vs 1.29 [0.04] m; Cohen d, 1.44; 95% CI, 0.25-2.62), and peak turn velocity (estimated marginal mean [SE] for healthy vs vestibular groups, 240.17 [12.78]°/s vs 189.74 [14.70]°/s; Cohen d, 1.23; 95% CI, 0.07-2.40). The area under the curve was 0.79 (95% CI, 0.62-0.95) for SL (left), 0.81 (95% CI, 0.64-0.97) for SL (right), and 0.86 (95% CI, 0.72-0.99) for peak turn velocity.

Conclusions and relevance:In this cross-sectional study, instrumented gait analysis had good discriminative validity and revealed persistent deficits in gait stability in those with chronic vestibular loss. The findings of this study suggest that these clinically and functionally meaningful deficits could be targets for vestibular rehabilitation."
https://pubmed.ncbi.nlm.nih.gov/34518471/,"Introduction:The aim of this study was to illustrate clinical and audiological patterns of hearing impairment in patients with autoimmune hearing loss (AIHL).

Methods:Fifty-three patients with AIHL were retrospectively recruited, and a tapering schema of steroid treatment was administered in all these patients. The diagnosis of AIHL was essentially based on clinical symptoms, such as recurrent, sudden (sensorineural hearing loss [SSHL]), fluctuating, or quickly progressing (<12 months) SSHL (uni-/bilateral), in association with the coexistence of autoimmune diseases, high antinuclear antibodies (ANA) and the presence of human leukocyte antigen (HLA) B27, B35, B51, C04, and C07. Logistic regression analysis was applied to correlate the clinical data and laboratory features of AIHL with final outcomes.

Results:The onset of AIHL was mainly progressive (49%), followed by SSHL (39.6%) or fluctuating (11.3%). The pure-tone audiogram showed more commonly a downsloping pattern (42.6% of ears), but also an upsloping, flat, cookie-bite, or inverse cookie-bite shape. Bilateral progressive AIHL was more frequently simultaneous (23 patients) than heterochronous (4 patients). Nineteen patients (35.8%) showed a favorable response to steroid therapy. The presence of recurrent, bilateral SSHL versus recurrent, unilateral SSHL had statistically negative effect on hearing recovery (OR = 0.042, p < 0.05). The heterochronous bilateral SSHL may have better prognosis than simultaneous bilateral SSHL (OR = 10.000, p = 0.099). The gender, age, concomitant autoimmune disease, high ANA, HLA alleles, tinnitus, and vestibular symptoms had no statistical effect on a favorable outcome of AIHL.

Conclusions:A bilateral, simultaneous, and progressive hearing loss combined with downsloping audiogram occurred more often in patients with AIHL. Bilateral simultaneous SSHL with recurrences represents the worse prognostic form of AIHL."
https://pubmed.ncbi.nlm.nih.gov/34373028/,"The vestibular system has been found to affect energy homeostasis and body composition, due to its extensive connections to the brainstem and melanocortin nuclei involved in regulating the metabolism and feeding behavior. The aim of this study was to evaluate - by means of a wrist-worn physical activity tracker and bioelectrical impedance analysis (BIA) - the energy expenditure (EE) in resting (REE) and free-living conditions and movement behavior in a group of chronic unilateral vestibular hypofunction (UVH) patients when compared with a control group (CG) of healthy participants. Forty-six chronic UVH and 60 CG participants underwent otoneurological (including video-Head Impulse Test [vHIT] for studying vestibulo-ocular reflex [VOR] and static posturography testing [SPT]), and EE and movement measurements and self-report (SRM) andperformance measures (PM). As well as significant (p < 0.001) changes in SPT variables (area and path length) and SRM/PM, UVH participants also demonstrated significantly (p < 0.001) lower values in REE, movement EE, hours/day spent upright, number of strides and distance covered and total daily EE (p = 0.007) compared to the CG. UVH patients consumed significantly lower Kcal/min in sweeping (p = 0.001) and walking upstairs and downstairs (p < 0.001) compared to the CG. Multiple correlations were found between free-living and resting EE and neuro-otological parameters in UVH participants. Since the melanocortin system could be affected along the central vestibular pathways as a consequence of chronic vestibular deafferentation, data collected by reliable wearables could reflect the phenomena that constitute an increased risk of falls and sedentary lifestyle for patients affected by UVH, and could improve rehabilitation stages."
